0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6710	6708	6705	6701	6696	6690	6683	6675	6666	6656	6645	6633	6620	6606	6591	6575	6558	6540	6521	6501	6480	6457	6432	6405	6376	6345	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6709	6706	6702	6697	6691	6684	6676	6667	6657	6646	6634	6621	6607	6592	6576	6559	6541	6522	6502	6481	6458	6433	6406	6377	6346	6313	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6707	6703	6698	6692	6685	6677	6668	6658	6647	6635	6622	6608	6593	6577	6560	6542	6523	6503	6482	6459	6434	6407	6378	6347	6314	6280	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6704	6699	6693	6686	6678	6669	6659	6648	6636	6623	6609	6594	6578	6561	6543	6524	6504	6483	6460	6435	6408	6379	6348	6315	6281	6246	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6700	6694	6687	6679	6670	6660	6649	6637	6624	6610	6595	6579	6562	6544	6525	6505	6484	6461	6436	6409	6380	6349	6316	6282	6247	6211	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6695	6688	6680	6671	6661	6650	6638	6625	6611	6596	6580	6563	6545	6526	6506	6485	6462	6437	6410	6381	6350	6317	6283	6248	6212	6175	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6689	6681	6672	6662	6651	6639	6626	6612	6597	6581	6564	6546	6527	6507	6486	6463	6438	6411	6382	6351	6318	6284	6249	6213	6176	6138	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6682	6673	6663	6652	6640	6627	6613	6598	6582	6565	6547	6528	6508	6487	6464	6439	6412	6383	6352	6319	6285	6250	6214	6177	6139	6100	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6674	6664	6653	6641	6628	6614	6599	6583	6566	6548	6529	6509	6488	6465	6440	6413	6384	6353	6320	6286	6251	6215	6178	6140	6101	6062	0	0	0	0	0	0	0	0	0	0	0	0	0
