0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8840	8838	8835	8831	8826	8820	8813	8805	8796	8786	8775	8763	8750	8736	8721	8705	8688	8670	8651	8631	8610	8587	8562	8535	8506	8475	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8839	8836	8832	8827	8821	8814	8806	8797	8787	8776	8764	8751	8737	8722	8706	8689	8671	8652	8632	8611	8588	8563	8536	8507	8476	8443	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8837	8833	8828	8822	8815	8807	8798	8788	8777	8765	8752	8738	8723	8707	8690	8672	8653	8633	8612	8589	8564	8537	8508	8477	8444	8410	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8834	8829	8823	8816	8808	8799	8789	8778	8766	8753	8739	8724	8708	8691	8673	8654	8634	8613	8590	8565	8538	8509	8478	8445	8411	8376	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8830	8824	8817	8809	8800	8790	8779	8767	8754	8740	8725	8709	8692	8674	8655	8635	8614	8591	8566	8539	8510	8479	8446	8412	8377	8341	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8825	8818	8810	8801	8791	8780	8768	8755	8741	8726	8710	8693	8675	8656	8636	8615	8592	8567	8540	8511	8480	8447	8413	8378	8342	8305	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8819	8811	8802	8792	8781	8769	8756	8742	8727	8711	8694	8676	8657	8637	8616	8593	8568	8541	8512	8481	8448	8414	8379	8343	8306	8268	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8812	8803	8793	8782	8770	8757	8743	8728	8712	8695	8677	8658	8638	8617	8594	8569	8542	8513	8482	8449	8415	8380	8344	8307	8269	8230	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8804	8794	8783	8771	8758	8744	8729	8713	8696	8678	8659	8639	8618	8595	8570	8543	8514	8483	8450	8416	8381	8345	8308	8270	8231	8192	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8795	8784	8772	8759	8745	8730	8714	8697	8679	8660	8640	8619	8596	8571	8544	8515	8484	8451	8417	8382	8346	8309	8271	8232	8193	8154	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8785	8773	8760	8746	8731	8715	8698	8680	8661	8641	8620	8597	8572	8545	8516	8485	8452	8418	8383	8347	8310	8272	8233	8194	8155	8116	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8774	8761	8747	8732	8716	8699	8681	8662	8642	8621	8598	8573	8546	8517	8486	8453	8419	8384	8348	8311	8273	8234	8195	8156	8117	8078	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8762	8748	8733	8717	8700	8682	8663	8643	8622	8599	8574	8547	8518	8487	8454	8420	8385	8349	8312	8274	8235	8196	8157	8118	8079	8040	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8749	8734	8718	8701	8683	8664	8644	8623	8600	8575	8548	8519	8488	8455	8421	8386	8350	8313	8275	8236	8197	8158	8119	8080	8041	8002	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8735	8719	8702	8684	8665	8645	8624	8601	8576	8549	8520	8489	8456	8422	8387	8351	8314	8276	8237	8198	8159	8120	8081	8042	8003	7964	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8720	8703	8685	8666	8646	8625	8602	8577	8550	8521	8490	8457	8423	8388	8352	8315	8277	8238	8199	8160	8121	8082	8043	8004	7965	7926	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8704	8686	8667	8647	8626	8603	8578	8551	8522	8491	8458	8424	8389	8353	8316	8278	8239	8200	8161	8122	8083	8044	8005	7966	7927	7888	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8687	8668	8648	8627	8604	8579	8552	8523	8492	8459	8425	8390	8354	8317	8279	8240	8201	8162	8123	8084	8045	8006	7967	7928	7889	7850	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8669	8649	8628	8605	8580	8553	8524	8493	8460	8426	8391	8355	8318	8280	8241	8202	8163	8124	8085	8046	8007	7968	7929	7890	7851	7812	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8650	8629	8606	8581	8554	8525	8494	8461	8427	8392	8356	8319	8281	8242	8203	8164	8125	8086	8047	8008	7969	7930	7891	7852	7813	7774	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8243	8282	8320	8357	8393	8428	8462	8495	8526	8555	8582	8607	8630	8608	8583	8556	8527	8496	8463	8429	8394	8358	8321	8283	8244	8204	8165	8126	8087	8048	8009	7970	7931	7892	7853	7814	7775	7736	7697	7657	7616	7574	7531	7487	7442	7396	7349	7301	7252	7202	0
0	8205	8245	8284	8322	8359	8395	8430	8464	8497	8528	8557	8584	8609	8585	8558	8529	8498	8465	8431	8396	8360	8323	8285	8246	8206	8166	8127	8088	8049	8010	7971	7932	7893	7854	7815	7776	7737	7698	7658	7617	7575	7532	7488	7443	7397	7350	7302	7253	7203	7152	0
0	8167	8207	8247	8286	8324	8361	8397	8432	8466	8499	8530	8559	8586	8560	8531	8500	8467	8433	8398	8362	8325	8287	8248	8208	8168	8128	8089	8050	8011	7972	7933	7894	7855	7816	7777	7738	7699	7659	7618	7576	7533	7489	7444	7398	7351	7303	7254	7204	7153	7102	0
0	8129	8169	8209	8249	8288	8326	8363	8399	8434	8468	8501	8532	8561	8533	8502	8469	8435	8400	8364	8327	8289	8250	8210	8170	8130	8090	8051	8012	7973	7934	7895	7856	7817	7778	7739	7700	7660	7619	7577	7534	7490	7445	7399	7352	7304	7255	7205	7154	7103	7052	0
0	8091	8131	8171	8211	8251	8290	8328	8365	8401	8436	8470	8503	8534	8504	8471	8437	8402	8366	8329	8291	8252	8212	8172	8132	8092	8052	8013	7974	7935	7896	7857	7818	7779	7740	7701	7661	7620	7578	7535	7491	7446	7400	7353	7305	7256	7206	7155	7104	7053	7002	0
0	8053	8093	8133	8173	8213	8253	8292	8330	8367	8403	8438	8472	8505	8473	8439	8404	8368	8331	8293	8254	8214	8174	8134	8094	8054	8014	7975	7936	7897	7858	7819	7780	7741	7702	7662	7621	7579	7536	7492	7447	7401	7354	7306	7257	7207	7156	7105	7054	7003	6952	0
